,video_name,is_name,is_comic,comic_name,tokens
232,Lettre à Monique Wittig - En toute subjectivité,"[0, 0, 1, 1, 0, 0, 0, 0]",0,[],"[""Lettre"", ""\u00e0"", ""Monique"", ""Wittig"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
233,Le questionnaire Jupiproust de Virginie Grimaldi - Le questionnaire Jupiproust,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""de"", ""Virginie"", ""Grimaldi"", ""-"", ""Le"", ""questionnaire"", ""Jupiproust""]"
234,Législatives discours de George W Bush et concours de fellation - Le Journal de 17h17,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""L\u00e9gislatives"", ""discours"", ""de"", ""George"", ""W"", ""Bush"", ""et"", ""concours"", ""de"", ""fellation"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
235,A la queuleuleu : voilà les chenilles processionnaires,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""A"", ""la"", ""queuleuleu"", "":"", ""voil\u00e0"", ""les"", ""chenilles"", ""processionnaires""]"
236,"Patrick Boucheron : l'Ukraine ""c'est le retour de la guerre pas le retour de l'histoire""","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Patrick"", ""Boucheron"", "":"", ""l'"", ""Ukraine"", ""\""c'"", ""est"", ""le"", ""retour"", ""de"", ""la"", ""guerre"", ""pas"", ""le"", ""retour"", ""de"", ""l'"", ""histoire\""""]"
237,"Isabelle Autissier : ""Le coût de l'inaction est infiniment supérieur au coût de l'action"" en faveur","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Isabelle"", ""Autissier"", "":"", ""\""Le"", ""co\u00fbt"", ""de"", ""l'"", ""inaction"", ""est"", ""infiniment"", ""sup\u00e9rieur"", ""au"", ""co\u00fbt"", ""de"", ""l'"", ""action\"""", ""en"", ""faveur""]"
238,Jonathan Cohen défie Koh Lanta - L'Instant M,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jonathan"", ""Cohen"", ""d\u00e9fie"", ""Koh"", ""Lanta"", ""-"", ""L'"", ""Instant"", ""M""]"
239,Erdogan le Poutine qui a réussi - En toute subjectivité,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Erdogan"", ""le"", ""Poutine"", ""qui"", ""a"", ""r\u00e9ussi"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
240,"""L'abominable mystère des fleurs"" : un documentaire captivant sur France 5 - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""L'"", ""abominable"", ""myst\u00e8re"", ""des"", ""fleurs\"""", "":"", ""un"", ""documentaire"", ""captivant"", ""sur"", ""France"", ""5"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
241,Propos de Stanislas Guérini Festival de Cannes et couille dans le potage - Le Journal de 17h17,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Propos"", ""de"", ""Stanislas"", ""Gu\u00e9rini"", ""Festival"", ""de"", ""Cannes"", ""et"", ""couille"", ""dans"", ""le"", ""potage"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
242,L'Inde et le Pakistan sous une chaleur record,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""L'"", ""Inde"", ""et"", ""le"", ""Pakistan"", ""sous"", ""une"", ""chaleur"", ""record""]"
243,"Etienne Gernelle : ""Le Point"" et les droites - L'Instant M","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Etienne"", ""Gernelle"", "":"", ""\""Le"", ""Point\"""", ""et"", ""les"", ""droites"", ""-"", ""L'"", ""Instant"", ""M""]"
244,"Alain Frachon : ""Ce n'est pas parce qu'il y a de nouvelles puissances que nous déclinons""","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Alain"", ""Frachon"", "":"", ""\""Ce"", ""n'"", ""est"", ""pas"", ""parce"", ""qu'"", ""il"", ""y"", ""a"", ""de"", ""nouvelles"", ""puissances"", ""que"", ""nous"", ""d\u00e9clinons\""""]"
245,"""La dispute"" : la séparation des parents vue à hauteur d'enfants - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""La"", ""dispute\"""", "":"", ""la"", ""s\u00e9paration"", ""des"", ""parents"", ""vue"", ""\u00e0"", ""hauteur"", ""d'"", ""enfants"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
246,Hollande - Les Présidents et la Culture #CulturePrime,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Hollande"", ""-"", ""Les"", ""Pr\u00e9sidents"", ""et"", ""la"", ""Culture"", ""#CulturePrime""]"
247,Mathieu Gallet : règlement de compte L'Instant M,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Mathieu"", ""Gallet"", "":"", ""r\u00e8glement"", ""de"", ""compte"", ""L'"", ""Instant"", ""M""]"
248,"Anne Simon : ""Comment dessiner ""L'Institut des benjamines """"","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Anne"", ""Simon"", "":"", ""\""Comment"", ""dessiner"", ""\""L'"", ""Institut"", ""des"", ""benjamines"", ""\""\""""]"
249,"Vincent Lindon : ""On va essayer de vivre les films du Festival de Cannes avec le cœur""","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Vincent"", ""Lindon"", "":"", ""\""On"", ""va"", ""essayer"", ""de"", ""vivre"", ""les"", ""films"", ""du"", ""Festival"", ""de"", ""Cannes"", ""avec"", ""le"", ""c\u0153ur\""""]"
250,Contre la sécheresse et pour l’écologie : osez Madame En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Contre"", ""la"", ""s\u00e9cheresse"", ""et"", ""pour"", ""l\u2019\u00e9cologie"", "":"", ""osez"", ""Madame"", ""En"", ""toute"", ""subjectivit\u00e9""]"
251,"""Mustang"" sur Arte : cinq sœurs en quête de liberté - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Mustang\"""", ""sur"", ""Arte"", "":"", ""cinq"", ""s\u0153urs"", ""en"", ""qu\u00eate"", ""de"", ""libert\u00e9"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
252,Le Banquet Annuel de la confrérie des fossoyeurs de Mathias Enard - La chronique de Clara Dupont-Mo,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0,[],"[""Le"", ""Banquet"", ""Annuel"", ""de"", ""la"", ""confr\u00e9rie"", ""des"", ""fossoyeurs"", ""de"", ""Mathias"", ""Enard"", ""-"", ""La"", ""chronique"", ""de"", ""Clara"", ""Dupont-Mo""]"
253,Le questionnaire Jupiproust de Mathias Enard - Le questionnaire Jupiproust,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""de"", ""Mathias"", ""Enard"", ""-"", ""Le"", ""questionnaire"", ""Jupiproust""]"
254,Démission de Jean Castex encouragements d'Edith Cresson et éclipse totale - Le Journal de 17h17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""D\u00e9mission"", ""de"", ""Jean"", ""Castex"", ""encouragements"", ""d'"", ""Edith"", ""Cresson"", ""et"", ""\u00e9clipse"", ""totale"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
255,Pollution lumineuse : les chips de la discorde,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Pollution"", ""lumineuse"", "":"", ""les"", ""chips"", ""de"", ""la"", ""discorde""]"
256,Thierry Breton invité de Questions Politiques,"[0, 0, 0, 0, 0, 0]",0,[],"[""Thierry"", ""Breton"", ""invit\u00e9"", ""de"", ""Questions"", ""Politiques""]"
257,Robert Namias : un polar et des fantômes - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Robert"", ""Namias"", "":"", ""un"", ""polar"", ""et"", ""des"", ""fant\u00f4mes"", ""-"", ""L'"", ""Instant"", ""M""]"
258,"Marion Cotillard : ""Explorer pourquoi l'amour s'arrête entre deux membres d'une famille""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Marion"", ""Cotillard"", "":"", ""\""Explorer"", ""pourquoi"", ""l'"", ""amour"", ""s'"", ""arr\u00eate"", ""entre"", ""deux"", ""membres"", ""d'"", ""une"", ""famille\""""]"
259,"Jean-Christophe Ogier : ""Franquin ne pensait pas que 25 ans après on reprendrait Gaston Lagaffe""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jean-Christophe"", ""Ogier"", "":"", ""\""Franquin"", ""ne"", ""pensait"", ""pas"", ""que"", ""25"", ""ans"", ""apr\u00e8s"", ""on"", ""reprendrait"", ""Gaston"", ""Lagaffe\""""]"
260,"""Les artisans du fun"" : quand les idées (absurdes) des enfants deviennent réalité - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Les"", ""artisans"", ""du"", ""fun\"""", "":"", ""quand"", ""les"", ""id\u00e9es"", ""(absurdes)"", ""des"", ""enfants"", ""deviennent"", ""r\u00e9alit\u00e9"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
261,"Sandrine Rousseau : ""Avec les élections législatives il va falloir donner un gouvernement d'espoir""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Sandrine"", ""Rousseau"", "":"", ""\""Avec"", ""les"", ""\u00e9lections"", ""l\u00e9gislatives"", ""il"", ""va"", ""falloir"", ""donner"", ""un"", ""gouvernement"", ""d'"", ""espoir\""""]"
262,"François Durpaire : ""Plus de 68% des américains disent oui au droit à l’avortement au 1er trimestre""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fran\u00e7ois"", ""Durpaire"", "":"", ""\""Plus"", ""de"", ""68%"", ""des"", ""am\u00e9ricains"", ""disent"", ""oui"", ""au"", ""droit"", ""\u00e0"", ""l\u2019avortement"", ""au"", ""1er"", ""trimestre\""""]"
263,La suite nuptiale - La chronique de Thomas Bidegain,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""suite"", ""nuptiale"", ""-"", ""La"", ""chronique"", ""de"", ""Thomas"", ""Bidegain""]"
264,"""Euromillions du vendredi 13 : Valérie Pécresse aurait été aperçue au Pmu "" - Le Journal de 17h17","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Euromillions"", ""du"", ""vendredi"", ""13"", "":"", ""Val\u00e9rie"", ""P\u00e9cresse"", ""aurait"", ""\u00e9t\u00e9"", ""aper\u00e7ue"", ""au"", ""Pmu"", ""\"""", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
265,"Dadju reprend ""J'ai le blues de toi"" de Gilbert Montagné - La carte blanche","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Dadju"", ""reprend"", ""\""J'"", ""ai"", ""le"", ""blues"", ""de"", ""toi\"""", ""de"", ""Gilbert"", ""Montagn\u00e9"", ""-"", ""La"", ""carte"", ""blanche""]"
266,Quand les femmes secouent le cinéma - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Quand"", ""les"", ""femmes"", ""secouent"", ""le"", ""cin\u00e9ma"", ""-"", ""L'"", ""Instant"", ""M""]"
267,Didier Raoult et l'astrologie,"[0, 0, 0, 0, 0]",0,[],"[""Didier"", ""Raoult"", ""et"", ""l'"", ""astrologie""]"
268,Quel avenir pour la mondialisation - Le débat éco,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Quel"", ""avenir"", ""pour"", ""la"", ""mondialisation"", ""-"", ""Le"", ""d\u00e9bat"", ""\u00e9co""]"
269,"Nathalie Loiseau - Jean Quatremer : ""Tout le monde modifie les traités européens depuis 1957""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Nathalie"", ""Loiseau"", ""-"", ""Jean"", ""Quatremer"", "":"", ""\""Tout"", ""le"", ""monde"", ""modifie"", ""les"", ""trait\u00e9s"", ""europ\u00e9ens"", ""depuis"", ""1957\""""]"
270,Lettre à Patrick Poivre d'Arvor - En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Lettre"", ""\u00e0"", ""Patrick"", ""Poivre"", ""d'"", ""Arvor"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
271,Le questionnaire Jupiproust de Faïza Guène - Le questionnaire Jupiproust,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""de"", ""Fa\u00efza"", ""Gu\u00e8ne"", ""-"", ""Le"", ""questionnaire"", ""Jupiproust""]"
272,Pas de nouveau Premier ministre union de la gauche et fraudes dans le foot - Le Journal de 17h17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Pas"", ""de"", ""nouveau"", ""Premier"", ""ministre"", ""union"", ""de"", ""la"", ""gauche"", ""et"", ""fraudes"", ""dans"", ""le"", ""foot"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
273,Déserter les jobs destructeurs et les écoles d'ingénieurs : coup de gueule à Agro Paris Tech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""D\u00e9serter"", ""les"", ""jobs"", ""destructeurs"", ""et"", ""les"", ""\u00e9coles"", ""d'"", ""ing\u00e9nieurs"", "":"", ""coup"", ""de"", ""gueule"", ""\u00e0"", ""Agro"", ""Paris"", ""Tech""]"
274,Le chalut de fond : la pêche qui fait des remous au Parlement européen,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""chalut"", ""de"", ""fond"", "":"", ""la"", ""p\u00eache"", ""qui"", ""fait"", ""des"", ""remous"", ""au"", ""Parlement"", ""europ\u00e9en""]"
275,Les chaînes panarabes et les territoires occupés - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""cha\u00eenes"", ""panarabes"", ""et"", ""les"", ""territoires"", ""occup\u00e9s"", ""-"", ""L'"", ""Instant"", ""M""]"
276,"Sylvain Tesson : ""La beauté de notre existence tient dans son caractère éphémère""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Sylvain"", ""Tesson"", "":"", ""\""La"", ""beaut\u00e9"", ""de"", ""notre"", ""existence"", ""tient"", ""dans"", ""son"", ""caract\u00e8re"", ""\u00e9ph\u00e9m\u00e8re\""""]"
277,"Catherine Hill : ""Il faut aller vacciner les gens chez eux parce que le vaccin protège""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Catherine"", ""Hill"", "":"", ""\""Il"", ""faut"", ""aller"", ""vacciner"", ""les"", ""gens"", ""chez"", ""eux"", ""parce"", ""que"", ""le"", ""vaccin"", ""prot\u00e8ge\""""]"
278,Qui sont les vrais insoumis En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Qui"", ""sont"", ""les"", ""vrais"", ""insoumis"", ""En"", ""toute"", ""subjectivit\u00e9""]"
279,La Master Classe de Judith Davis - La Master-Classe de Par Jupiter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""La"", ""Master"", ""Classe"", ""de"", ""Judith"", ""Davis"", ""-"", ""La"", ""Master-Classe"", ""de"", ""Par"", ""Jupiter""]"
280,Pot de départ de Castex Big bang présidentiel en préparation abdos tatoués - Le Journal de 17h17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Pot"", ""de"", ""d\u00e9part"", ""de"", ""Castex"", ""Big"", ""bang"", ""pr\u00e9sidentiel"", ""en"", ""pr\u00e9paration"", ""abdos"", ""tatou\u00e9s"", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
281,Les étoiles de mer comme vous ne les avez jamais vues,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""\u00e9toiles"", ""de"", ""mer"", ""comme"", ""vous"", ""ne"", ""les"", ""avez"", ""jamais"", ""vues""]"
282,"Annie Ernaux : ""J’ai vraiment senti ce sexisme vis-à-vis de la femme mûre""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Annie"", ""Ernaux"", "":"", ""\""J\u2019ai"", ""vraiment"", ""senti"", ""ce"", ""sexisme"", ""vis-\u00e0-vis"", ""de"", ""la"", ""femme"", ""m\u00fbre\""""]"
283,François Villeroy de Galhau : la Banque de France table sur une croissance de 0 2% au 2e trimestre,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fran\u00e7ois"", ""Villeroy"", ""de"", ""Galhau"", "":"", ""la"", ""Banque"", ""de"", ""France"", ""table"", ""sur"", ""une"", ""croissance"", ""de"", ""0"", ""2%"", ""au"", ""2e"", ""trimestre""]"
284,Télérealité : femmes soumises ou femmes émancipées L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""T\u00e9l\u00e9realit\u00e9"", "":"", ""femmes"", ""soumises"", ""ou"", ""femmes"", ""\u00e9mancip\u00e9es"", ""L'"", ""Instant"", ""M""]"
285,"""Un si long silence"" : un documentaire important sur Sarah Abitbol - Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Un"", ""si"", ""long"", ""silence\"""", "":"", ""un"", ""documentaire"", ""important"", ""sur"", ""Sarah"", ""Abitbol"", ""-"", ""Capture"", ""d'"", ""\u00e9crans""]"
286,Le questionnaire Jupiproust de Fred Blin - Le questionnaire Jupiproust,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""Le"", ""questionnaire"", ""Jupiproust"", ""de"", ""Fred"", ""Blin"", ""-"", ""Le"", ""questionnaire"", ""Jupiproust""]"
287,"""L’abolition de l’esclavage où ce que l’on appelle au Medef"" - Le Journal de 17h17","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,[],"[""\""L\u2019abolition"", ""de"", ""l\u2019esclavage"", ""o\u00f9"", ""ce"", ""que"", ""l\u2019on"", ""appelle"", ""au"", ""Medef\"""", ""-"", ""Le"", ""Journal"", ""de"", ""17h17""]"
288,Sécheresse : l'Ethiopie ne voit plus la pluie,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""S\u00e9cheresse"", "":"", ""l'"", ""Ethiopie"", ""ne"", ""voit"", ""plus"", ""la"", ""pluie""]"
289,"Quand Olivia Ruiz reprend ""Volver"" de Estrella Morente - Carte blanche","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Quand"", ""Olivia"", ""Ruiz"", ""reprend"", ""\""Volver\"""", ""de"", ""Estrella"", ""Morente"", ""-"", ""Carte"", ""blanche""]"
290,Liberté d'avorter - La drôle d’humeur de Marina Rollman,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Marina Rollman""]","[""Libert\u00e9"", ""d'"", ""avorter"", ""-"", ""La"", ""dr\u00f4le"", ""d\u2019humeur"", ""de"", ""Marina"", ""Rollman""]"
291,"Jeanlouis Tripp : ""Comment dessiner ""Le petit frère"" ""","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Jeanlouis"", ""Tripp"", "":"", ""\""Comment"", ""dessiner"", ""\""Le"", ""petit"", ""fr\u00e8re\"""", ""\""""]"
292,"Claude Lelouch : ""Je crois dans le cinéma comme d'autres croient en Dieu""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Claude"", ""Lelouch"", "":"", ""\""Je"", ""crois"", ""dans"", ""le"", ""cin\u00e9ma"", ""comme"", ""d'"", ""autres"", ""croient"", ""en"", ""Dieu\""""]"
293,Faïza Guene : Malik Oussekine à l'écran - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fa\u00efza"", ""Guene"", "":"", ""Malik"", ""Oussekine"", ""\u00e0"", ""l'"", ""\u00e9cran"", ""-"", ""L'"", ""Instant"", ""M""]"
294,Pour une révolution politique poétique et philosophique avec l'astrophysicien Aurélien Barrau,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Pour"", ""une"", ""r\u00e9volution"", ""politique"", ""po\u00e9tique"", ""et"", ""philosophique"", ""avec"", ""l'"", ""astrophysicien"", ""Aur\u00e9lien"", ""Barrau""]"
295,Visitors - La Chronique de Léo Karmann,"[0, 0, 0, 0, 0, 0, 0]",1,"[""Léo Karmann""]","[""Visitors"", ""-"", ""La"", ""Chronique"", ""de"", ""L\u00e9o"", ""Karmann""]"
296,Gloire à la Russie - Le Sketch Par Jupiter,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Gloire"", ""\u00e0"", ""la"", ""Russie"", ""-"", ""Le"", ""Sketch"", ""Par"", ""Jupiter""]"
297,Union à gauche seum à droite - La chronique de Thomas Vdb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[""Thomas Vdb""]","[""Union"", ""\u00e0"", ""gauche"", ""seum"", ""\u00e0"", ""droite"", ""-"", ""La"", ""chronique"", ""de"", ""Thomas"", ""Vdb""]"
298,"""Le dernier poisson"" par Pef - Oli","[0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Le"", ""dernier"", ""poisson\"""", ""par"", ""Pef"", ""-"", ""Oli""]"
299,Lci : une saison pour convaincre L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Lci"", "":"", ""une"", ""saison"", ""pour"", ""convaincre"", ""L'"", ""Instant"", ""M""]"
300,"François Hollande : ""L'union est souhaitable mais je suis contre cet accord""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Fran\u00e7ois"", ""Hollande"", "":"", ""\""L'"", ""union"", ""est"", ""souhaitable"", ""mais"", ""je"", ""suis"", ""contre"", ""cet"", ""accord\""""]"
301,"Marat Gabidullin - Veronika Dorman : Le rôle ""de Wagner est contraire aux intérêts du peuple russe""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Marat"", ""Gabidullin"", ""-"", ""Veronika"", ""Dorman"", "":"", ""Le"", ""r\u00f4le"", ""\""de"", ""Wagner"", ""est"", ""contraire"", ""aux"", ""int\u00e9r\u00eats"", ""du"", ""peuple"", ""russe\""""]"
302,Le 9 mai en Russie : un moment-clef En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Le"", ""9"", ""mai"", ""en"", ""Russie"", "":"", ""un"", ""moment-clef"", ""En"", ""toute"", ""subjectivit\u00e9""]"
303,"""Les 7 vies de Léa"" : cette série n'est pas seulement pour les ados Capture d'écrans","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Les"", ""7"", ""vies"", ""de"", ""L\u00e9a\"""", "":"", ""cette"", ""s\u00e9rie"", ""n'"", ""est"", ""pas"", ""seulement"", ""pour"", ""les"", ""ados"", ""Capture"", ""d'"", ""\u00e9crans""]"
304,On n'arrête pas l'éco avec Jean-Pierre Clamadieu président d'Engie,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""On"", ""n'"", ""arr\u00eate"", ""pas"", ""l'"", ""\u00e9co"", ""avec"", ""Jean-Pierre"", ""Clamadieu"", ""pr\u00e9sident"", ""d'"", ""Engie""]"
305,"Yves Bertoncini : L'Europe fédérale ""nous aimons la chose mais pas le mot en France""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Yves"", ""Bertoncini"", "":"", ""L'"", ""Europe"", ""f\u00e9d\u00e9rale"", ""\""nous"", ""aimons"", ""la"", ""chose"", ""mais"", ""pas"", ""le"", ""mot"", ""en"", ""France\""""]"
306,"""Pour moi la vie va commencer"" Bertrand Belin reprend Johnny Hallyday - La carte blanche","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Pour"", ""moi"", ""la"", ""vie"", ""va"", ""commencer\"""", ""Bertrand"", ""Belin"", ""reprend"", ""Johnny"", ""Hallyday"", ""-"", ""La"", ""carte"", ""blanche""]"
307,"Perruquiers bottiers : ""À l'opéra tout est fait maison"" raconte Frédéric Pérouchine","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Perruquiers"", ""bottiers"", "":"", ""\""\u00c0"", ""l'"", ""op\u00e9ra"", ""tout"", ""est"", ""fait"", ""maison\"""", ""raconte"", ""Fr\u00e9d\u00e9ric"", ""P\u00e9rouchine""]"
308,"""Tout ce qui se passe dans nos vies se retrouve dans nos rivières""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""\""Tout"", ""ce"", ""qui"", ""se"", ""passe"", ""dans"", ""nos"", ""vies"", ""se"", ""retrouve"", ""dans"", ""nos"", ""rivi\u00e8res\""""]"
309,Noé Debré et Xavier Lacaille - L'Instant M,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""No\u00e9"", ""Debr\u00e9"", ""et"", ""Xavier"", ""Lacaille"", ""-"", ""L'"", ""Instant"", ""M""]"
310,Les évadés d'Alcatraz - Les Odyssées,"[0, 0, 0, 0, 0, 0, 0]",0,[],"[""Les"", ""\u00e9vad\u00e9s"", ""d'"", ""Alcatraz"", ""-"", ""Les"", ""Odyss\u00e9es""]"
311,Si je t'oublie Marioupol - En toute subjectivité,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Si"", ""je"", ""t'"", ""oublie"", ""Marioupol"", ""-"", ""En"", ""toute"", ""subjectivit\u00e9""]"
312,"Christian Jacob refuse la ""double appartenance politique"" pour les législatives","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,[],"[""Christian"", ""Jacob"", ""refuse"", ""la"", ""\""double"", ""appartenance"", ""politique\"""", ""pour"", ""les"", ""l\u00e9gislatives""]"
